temperature_2m,cloud_cover,shortwave_radiation,direct_radiation,direct_normal_irradiance,diffuse_radiation,wind_speed_10m,precipitation
13.5,17,0.0,0.0,0.0,0.0,6.2,0.0
12.0,2,0.0,0.0,0.0,0.0,7.4,0.0
14.1,0,0.0,0.0,0.0,0.0,5.8,0.0
13.3,0,0.0,0.0,0.0,0.0,1.5,0.0
12.1,0,0.0,0.0,0.0,0.0,1.4,0.0
10.9,0,0.0,0.0,0.0,0.0,2.2,0.0
10.0,0,0.0,0.0,0.0,0.0,4.3,0.0
10.4,0,0.0,0.0,0.0,0.0,3.8,0.0
10.0,0,0.0,0.0,0.0,0.0,1.4,0.0
9.5,0,0.0,0.0,0.0,0.0,2.2,0.0
9.3,0,0.0,0.0,0.0,0.0,0.5,0.0
9.1,0,0.0,0.0,0.0,0.0,1.0,0.0
9.6,0,55.0,27.0,236.7,28.0,1.3,0.0
12.0,0,221.0,148.0,533.4,73.0,2.2,0.0
14.7,0,399.0,303.0,689.1,96.0,1.9,0.0
17.0,0,549.0,439.0,773.0,110.0,1.8,0.0
18.9,0,652.0,534.0,817.2,118.0,1.9,0.0
20.4,0,698.0,577.0,835.8,121.0,2.3,0.0
20.9,0,680.0,561.0,829.6,119.0,4.0,0.0
20.7,0,602.0,489.0,799.2,113.0,5.4,0.0
20.1,0,469.0,364.0,725.4,105.0,6.5,0.0
19.1,0,301.0,215.0,608.3,86.0,6.1,0.0
16.6,0,122.0,70.0,395.6,52.0,5.2,0.0
16.0,0,8.0,2.0,33.0,6.0,5.1,0.0
16.0,0,0.0,0.0,0.0,0.0,2.7,0.0
15.1,0,0.0,0.0,0.0,0.0,1.4,0.0
14.2,0,0.0,0.0,0.0,0.0,1.8,0.0
13.2,0,0.0,0.0,0.0,0.0,1.5,0.0
12.0,0,0.0,0.0,0.0,0.0,0.8,0.0
10.5,63,0.0,0.0,0.0,0.0,0.4,0.0
9.8,100,0.0,0.0,0.0,0.0,1.8,0.0
9.7,100,0.0,0.0,0.0,0.0,1.5,0.0
9.0,100,0.0,0.0,0.0,0.0,1.8,0.0
8.1,100,0.0,0.0,0.0,0.0,1.5,0.0
8.1,100,0.0,0.0,0.0,0.0,1.1,0.0
7.9,100,0.0,0.0,0.0,0.0,1.1,0.0
8.8,100,52.0,26.0,231.6,26.0,1.1,0.0
11.9,72,214.0,141.0,515.0,73.0,2.5,0.0
15.7,24,393.0,296.0,679.3,97.0,2.7,0.0
18.9,0,547.0,438.0,777.0,109.0,2.6,0.0
21.1,0,650.0,534.0,822.9,116.0,3.3,0.0
22.5,0,692.0,573.0,835.8,119.0,4.4,0.0
22.9,0,673.0,555.0,826.9,118.0,5.8,0.0
22.4,0,595.0,483.0,796.1,112.0,6.5,0.0
21.5,0,465.0,364.0,733.2,101.0,6.5,0.0
20.4,0,297.0,213.0,612.0,84.0,5.4,0.0
17.4,0,118.0,67.0,390.6,51.0,5.8,0.0
16.5,0,7.0,2.0,34.5,5.0,5.9,0.0
16.6,0,0.0,0.0,0.0,0.0,2.9,0.0
15.5,0,0.0,0.0,0.0,0.0,1.9,0.0
14.6,0,0.0,0.0,0.0,0.0,1.0,0.0
13.5,0,0.0,0.0,0.0,0.0,0.8,0.0
12.4,100,0.0,0.0,0.0,0.0,1.0,0.0
11.8,100,0.0,0.0,0.0,0.0,0.7,0.0
11.1,100,0.0,0.0,0.0,0.0,1.5,0.0
10.5,100,0.0,0.0,0.0,0.0,1.8,0.0
9.8,100,0.0,0.0,0.0,0.0,1.6,0.0
8.8,100,0.0,0.0,0.0,0.0,1.3,0.0
7.7,100,0.0,0.0,0.0,0.0,1.5,0.0
7.3,100,0.0,0.0,0.0,0.0,0.7,0.0
9.0,100,46.0,20.0,181.2,26.0,0.7,0.0
11.6,92,190.0,111.0,411.1,79.0,1.8,0.0
14.7,20,342.0,234.0,542.0,108.0,1.6,0.0
17.0,2,490.0,364.0,650.6,126.0,1.3,0.0
19.2,5,617.0,481.0,746.4,136.0,1.1,0.0
20.9,4,671.0,543.0,797.5,128.0,1.6,0.0
21.7,1,648.0,513.0,770.0,135.0,2.9,0.0
21.6,10,576.0,462.0,768.1,114.0,6.9,0.0
20.8,96,436.0,331.0,673.9,105.0,8.0,0.0
19.5,23,250.0,156.0,455.2,94.0,7.2,0.0
18.3,16,83.0,33.0,198.5,50.0,4.0,0.0
16.5,40,5.0,1.0,18.1,4.0,4.5,0.0
15.4,100,0.0,0.0,0.0,0.0,5.4,0.0
15.9,100,0.0,0.0,0.0,0.0,3.1,0.0
15.7,99,0.0,0.0,0.0,0.0,2.6,0.0
15.2,100,0.0,0.0,0.0,0.0,2.6,0.0
15.3,100,0.0,0.0,0.0,0.0,0.8,0.0
14.5,59,0.0,0.0,0.0,0.0,2.3,0.0
14.0,32,0.0,0.0,0.0,0.0,4.1,0.0
13.6,45,0.0,0.0,0.0,0.0,4.3,0.0
13.9,98,0.0,0.0,0.0,0.0,2.1,0.0
13.2,57,0.0,0.0,0.0,0.0,2.8,0.0
13.0,39,0.0,0.0,0.0,0.0,3.9,0.0
13.0,98,0.0,0.0,0.0,0.0,2.9,0.0
14.2,64,35.0,15.0,138.2,20.0,3.2,0.0
15.8,50,135.0,70.0,262.9,65.0,3.5,0.0
17.5,77,281.0,144.0,336.6,137.0,2.1,0.0
18.6,83,282.0,91.0,163.9,191.0,5.3,0.0
19.3,100,276.0,33.0,51.6,243.0,5.0,0.0
20.0,99,309.0,23.0,34.0,286.0,5.6,0.0
20.5,92,366.0,105.0,158.8,261.0,7.2,0.0
19.8,100,337.0,131.0,219.7,206.0,10.8,0.1
19.0,100,195.0,36.0,74.1,159.0,9.7,0.0
18.4,100,121.0,32.0,94.8,89.0,7.2,0.0
17.6,91,47.0,17.0,105.6,30.0,4.0,0.0
15.7,59,3.0,0.0,0.0,3.0,5.0,0.0
15.5,47,0.0,0.0,0.0,0.0,3.4,0.0
15.3,28,0.0,0.0,0.0,0.0,3.4,0.0
14.6,49,0.0,0.0,0.0,0.0,2.9,0.0
14.5,46,0.0,0.0,0.0,0.0,2.6,0.0
14.2,45,0.0,0.0,0.0,0.0,3.1,0.0
13.6,41,0.0,0.0,0.0,0.0,4.5,0.0
12.6,38,0.0,0.0,0.0,0.0,5.8,0.0
13.4,100,0.0,0.0,0.0,0.0,5.0,0.0
13.9,83,0.0,0.0,0.0,0.0,3.5,0.0
13.0,37,0.0,0.0,0.0,0.0,4.3,0.0
12.4,39,0.0,0.0,0.0,0.0,5.2,0.0
12.1,62,0.0,0.0,0.0,0.0,4.5,0.0
13.6,54,32.0,12.0,112.5,20.0,4.5,0.0
15.3,52,148.0,78.0,297.1,70.0,3.8,0.0
16.7,71,272.0,155.0,365.7,117.0,1.6,0.0
18.1,100,332.0,176.0,319.4,156.0,2.5,0.1
18.8,100,276.0,35.0,55.1,241.0,2.4,0.0
19.2,100,258.0,26.0,38.7,232.0,5.1,0.1
19.2,100,280.0,76.0,115.8,204.0,7.9,0.4
19.0,100,211.0,20.0,33.8,191.0,9.1,0.1
18.5,100,121.0,2.0,4.2,119.0,7.6,0.1
18.1,100,52.0,0.0,0.0,52.0,6.8,0.0
17.3,100,39.0,7.0,44.9,32.0,3.3,0.0
16.2,100,2.0,0.0,0.0,2.0,2.1,0.0
16.1,100,0.0,0.0,0.0,0.0,2.5,0.0
15.6,99,0.0,0.0,0.0,0.0,2.8,0.0
15.1,72,0.0,0.0,0.0,0.0,3.0,0.0
14.5,32,0.0,0.0,0.0,0.0,3.5,0.0
14.6,34,0.0,0.0,0.0,0.0,2.5,0.0
14.4,55,0.0,0.0,0.0,0.0,3.1,0.0
14.2,44,0.0,0.0,0.0,0.0,2.6,0.0
14.2,39,0.0,0.0,0.0,0.0,2.9,0.0
14.1,45,0.0,0.0,0.0,0.0,2.1,0.0
14.0,58,0.0,0.0,0.0,0.0,1.1,0.0
13.9,62,0.0,0.0,0.0,0.0,2.2,0.0
13.9,51,0.0,0.0,0.0,0.0,1.8,0.0
14.0,33,36.0,14.0,133.6,22.0,0.5,0.0
15.6,15,181.0,107.0,413.5,74.0,0.8,0.0
17.0,15,336.0,234.0,557.4,102.0,2.3,0.0
18.5,7,476.0,355.0,649.3,121.0,2.4,0.0
20.2,12,584.0,454.0,719.6,130.0,0.5,0.0
21.5,26,609.0,453.0,679.6,156.0,1.5,0.0
22.2,77,579.0,436.0,669.4,143.0,3.3,0.0
20.7,30,457.0,311.0,530.6,146.0,8.5,0.0
19.8,55,293.0,178.0,374.3,115.0,6.7,0.1
19.3,56,125.0,34.0,104.0,91.0,3.3,0.1
18.1,65,43.0,13.0,86.3,30.0,2.9,0.1
17.0,62,2.0,0.0,0.0,2.0,4.6,0.1
16.9,30,0.0,0.0,0.0,0.0,3.4,0.0
16.9,34,0.0,0.0,0.0,0.0,2.8,0.0
16.3,17,0.0,0.0,0.0,0.0,2.9,0.0
15.0,15,0.0,0.0,0.0,0.0,3.7,0.0
14.4,10,0.0,0.0,0.0,0.0,2.3,0.0
13.6,100,0.0,0.0,0.0,0.0,1.4,0.0
12.0,62,0.0,0.0,0.0,0.0,4.4,0.0
13.3,41,0.0,0.0,0.0,0.0,3.6,0.0
13.6,100,0.0,0.0,0.0,0.0,2.3,0.0
12.9,100,0.0,0.0,0.0,0.0,2.6,0.0
12.7,100,0.0,0.0,0.0,0.0,3.3,0.0
12.6,100,0.0,0.0,0.0,0.0,2.5,0.0
13.7,100,33.0,12.0,116.6,21.0,2.2,0.0
15.3,100,158.0,82.0,321.6,76.0,1.6,0.0
17.1,77,319.0,204.0,490.7,115.0,1.8,0.0
18.9,86,484.0,361.0,665.5,123.0,1.9,0.0
21.1,71,588.0,458.0,731.2,130.0,0.4,0.0
22.9,69,612.0,469.0,708.7,143.0,2.5,0.0
22.6,91,519.0,354.0,547.7,165.0,7.3,0.0
21.3,48,499.0,356.0,612.7,143.0,10.1,0.0
20.2,67,268.0,93.0,197.7,175.0,8.3,0.0
19.8,68,199.0,96.0,298.3,103.0,5.4,0.0
18.9,44,51.0,10.0,68.7,41.0,2.7,0.0
18.3,44,2.0,0.0,0.0,2.0,2.2,0.0
17.0,57,0.0,0.0,0.0,0.0,3.3,0.1
17.5,100,0.0,0.0,0.0,0.0,2.5,0.1
17.2,100,0.0,0.0,0.0,0.0,2.6,0.0
17.0,99,0.0,0.0,0.0,0.0,2.8,0.0
17.4,84,0.0,0.0,0.0,0.0,1.8,0.0
16.9,73,0.0,0.0,0.0,0.0,1.6,0.0
15.3,74,0.0,0.0,0.0,0.0,3.1,0.0
15.5,73,0.0,0.0,0.0,0.0,3.9,0.0
16.2,100,0.0,0.0,0.0,0.0,3.8,0.0
16.3,100,0.0,0.0,0.0,0.0,3.8,0.1
15.9,100,0.0,0.0,0.0,0.0,3.2,0.1
15.8,100,0.0,0.0,0.0,0.0,0.8,0.0
16.6,100,19.0,5.0,49.5,14.0,1.3,0.0
17.7,96,111.0,34.0,135.4,77.0,1.4,0.0
18.8,34,253.0,134.0,325.5,119.0,1.9,0.0
20.4,95,432.0,293.0,544.5,139.0,0.7,0.0
21.5,100,442.0,227.0,365.1,215.0,1.1,0.0
22.0,83,408.0,151.0,229.8,257.0,1.5,0.0
22.8,85,476.0,254.0,396.0,222.0,5.8,0.0
21.9,94,430.0,289.0,501.8,141.0,8.4,0.0
20.9,80,304.0,154.0,331.1,150.0,9.7,0.0
20.2,72,123.0,34.0,107.4,89.0,6.2,0.0
19.3,95,38.0,6.0,42.8,32.0,4.4,0.0
18.0,91,1.0,0.0,0.0,1.0,3.2,0.0
18.0,97,0.0,0.0,0.0,0.0,4.1,0.0
17.7,99,0.0,0.0,0.0,0.0,1.8,0.0
17.4,67,0.0,0.0,0.0,0.0,1.3,0.0
17.1,65,0.0,0.0,0.0,0.0,1.3,0.0
16.8,71,0.0,0.0,0.0,0.0,2.5,0.0
17.1,76,0.0,0.0,0.0,0.0,2.1,0.0
16.9,68,0.0,0.0,0.0,0.0,1.8,0.0
16.7,68,0.0,0.0,0.0,0.0,2.4,0.0
16.0,50,0.0,0.0,0.0,0.0,3.3,0.0
16.0,43,0.0,0.0,0.0,0.0,2.8,0.0
15.6,35,0.0,0.0,0.0,0.0,3.4,0.0
15.5,23,0.0,0.0,0.0,0.0,3.5,0.0
16.4,24,25.0,9.0,90.8,16.0,2.2,0.0
17.6,24,132.0,63.0,254.7,69.0,1.4,0.0
18.9,28,256.0,146.0,358.2,110.0,0.7,0.0
20.4,70,366.0,223.0,417.8,143.0,1.5,0.0
21.7,95,416.0,236.0,382.4,180.0,1.8,0.0
22.8,99,448.0,273.0,418.6,175.0,2.3,0.0
22.9,81,503.0,318.0,499.7,185.0,5.8,0.0
20.8,81,371.0,203.0,355.7,168.0,5.1,0.0
21.1,91,228.0,70.0,152.2,158.0,4.8,0.0
20.3,91,143.0,29.0,93.1,114.0,6.6,0.1
18.9,87,56.0,12.0,88.7,44.0,3.7,0.0
18.3,100,1.0,0.0,0.0,1.0,4.7,0.0
18.0,100,0.0,0.0,0.0,0.0,5.2,0.0
17.7,100,0.0,0.0,0.0,0.0,4.8,0.0
17.6,100,0.0,0.0,0.0,0.0,4.6,0.0
17.4,81,0.0,0.0,0.0,0.0,4.6,0.0
17.1,83,0.0,0.0,0.0,0.0,3.3,0.0
16.9,80,0.0,0.0,0.0,0.0,1.1,0.0
16.7,100,0.0,0.0,0.0,0.0,1.3,0.0
16.8,100,0.0,0.0,0.0,0.0,2.5,0.0
16.9,100,0.0,0.0,0.0,0.0,0.8,0.0
16.9,100,0.0,0.0,0.0,0.0,2.4,0.0
16.6,100,0.0,0.0,0.0,0.0,3.4,0.0
16.3,100,0.0,0.0,0.0,0.0,4.1,0.0
16.5,99,17.0,0.0,0.0,17.0,3.3,0.0
17.3,77,131.0,46.0,188.9,85.0,1.1,0.0
18.5,76,286.0,150.0,371.8,136.0,1.5,0.0
20.3,89,437.0,276.0,521.4,161.0,0.5,0.0
21.6,69,482.0,282.0,460.4,200.0,1.1,0.0
22.8,79,485.0,318.0,491.3,167.0,2.2,0.0
23.8,61,499.0,323.0,511.6,176.0,4.0,0.0
22.1,19,406.0,245.0,433.1,161.0,6.5,0.0
22.0,31,317.0,182.0,400.2,135.0,6.9,0.0
20.6,20,103.0,11.0,35.9,92.0,7.7,0.0
19.3,18,56.0,12.0,91.3,44.0,4.0,0.0
17.1,46,1.0,0.0,0.0,1.0,5.0,0.0
17.6,99,0.0,0.0,0.0,0.0,3.1,0.0
17.8,100,0.0,0.0,0.0,0.0,3.9,0.0
17.4,64,0.0,0.0,0.0,0.0,3.9,0.0
17.0,100,0.0,0.0,0.0,0.0,1.9,0.0
16.8,100,0.0,0.0,0.0,0.0,1.1,0.0
16.5,100,0.0,0.0,0.0,0.0,1.3,0.0
16.2,100,0.0,0.0,0.0,0.0,1.9,0.0
16.2,100,0.0,0.0,0.0,0.0,1.9,0.0
15.8,100,0.0,0.0,0.0,0.0,0.4,0.0
15.0,100,0.0,0.0,0.0,0.0,1.5,0.0
14.7,100,0.0,0.0,0.0,0.0,1.9,0.0
14.7,100,0.0,0.0,0.0,0.0,1.8,0.0
15.3,100,17.0,3.0,31.5,14.0,3.1,0.0
16.0,100,88.0,13.0,54.3,75.0,2.5,0.0
16.9,100,202.0,50.0,125.2,152.0,1.8,0.0
18.0,100,275.0,76.0,144.8,199.0,1.8,0.0
19.4,100,330.0,69.0,113.5,261.0,1.1,0.0
20.7,74,361.0,67.0,104.3,294.0,0.8,0.0
21.9,83,410.0,200.0,319.4,210.0,0.4,0.0
21.8,70,361.0,143.0,255.1,218.0,4.7,0.0
20.7,100,195.0,45.0,100.1,150.0,6.9,0.0
19.6,100,87.0,1.0,3.3,86.0,7.9,0.0
19.0,100,29.0,5.0,38.8,24.0,3.3,0.0
18.2,100,0.0,0.0,0.0,0.0,2.6,0.0
17.5,100,0.0,0.0,0.0,0.0,2.5,0.0
17.5,100,0.0,0.0,0.0,0.0,1.1,0.0
17.1,99,0.0,0.0,0.0,0.0,1.9,0.0
16.7,100,0.0,0.0,0.0,0.0,1.8,0.0
16.5,100,0.0,0.0,0.0,0.0,1.1,0.0
16.1,100,0.0,0.0,0.0,0.0,1.5,0.0
16.1,100,0.0,0.0,0.0,0.0,1.1,0.0
15.7,100,0.0,0.0,0.0,0.0,2.3,0.0
15.9,100,0.0,0.0,0.0,0.0,0.8,0.0
15.8,100,0.0,0.0,0.0,0.0,4.1,0.0
15.8,100,0.0,0.0,0.0,0.0,3.7,0.0
15.6,100,0.0,0.0,0.0,0.0,3.1,0.0
15.6,100,12.0,1.0,10.7,11.0,1.8,0.0
16.1,100,70.0,12.0,50.9,58.0,2.3,0.0
17.0,100,161.0,33.0,83.5,128.0,1.6,0.0
18.1,100,243.0,49.0,94.1,194.0,1.3,0.0
19.1,100,272.0,57.0,94.5,215.0,1.3,0.0
20.3,100,347.0,107.0,167.8,240.0,0.8,0.0
21.3,92,390.0,138.0,222.1,252.0,1.1,0.0
21.5,56,421.0,241.0,434.0,180.0,1.5,0.0
21.6,78,206.0,49.0,110.3,157.0,5.0,0.0
20.5,100,149.0,61.0,206.1,88.0,8.0,0.0
19.1,100,38.0,3.0,23.8,35.0,4.7,0.0
18.8,100,0.0,0.0,0.0,0.0,2.5,0.0
18.5,100,0.0,0.0,0.0,0.0,2.1,0.0
18.0,93,0.0,0.0,0.0,0.0,0.8,0.0
18.0,99,0.0,0.0,0.0,0.0,3.0,0.0
17.8,100,0.0,0.0,0.0,0.0,2.3,0.0
16.9,74,0.0,0.0,0.0,0.0,2.0,0.0
16.8,75,0.0,0.0,0.0,0.0,1.5,0.0
16.5,100,0.0,0.0,0.0,0.0,1.8,0.0
16.3,100,0.0,0.0,0.0,0.0,1.8,0.0
16.6,100,0.0,0.0,0.0,0.0,2.4,0.0
16.7,100,0.0,0.0,0.0,0.0,4.9,0.0
16.6,100,0.0,0.0,0.0,0.0,3.3,0.0
16.4,100,0.0,0.0,0.0,0.0,5.5,0.0
16.5,100,18.0,4.0,43.8,14.0,6.3,0.0
17.3,79,124.0,53.0,228.6,71.0,5.3,0.0
18.3,100,231.0,110.0,281.3,121.0,4.1,0.0
19.1,83,220.0,37.0,71.7,183.0,1.4,0.0
20.8,51,373.0,133.0,222.2,240.0,0.4,0.0
22.1,27,576.0,404.0,638.6,172.0,3.0,0.0
23.1,43,493.0,262.0,425.2,231.0,3.6,0.0
22.6,87,407.0,229.0,416.2,178.0,7.3,0.0
21.1,76,271.0,129.0,293.7,142.0,9.8,0.0
20.3,83,149.0,47.0,161.6,102.0,6.2,0.0
19.4,99,39.0,9.0,72.9,30.0,5.3,0.0
18.9,100,0.0,0.0,0.0,0.0,5.0,0.0
18.4,100,0.0,0.0,0.0,0.0,3.2,0.0
18.1,100,0.0,0.0,0.0,0.0,1.9,0.0
18.0,100,0.0,0.0,0.0,0.0,1.6,0.0
17.5,100,0.0,0.0,0.0,0.0,0.8,0.0
17.4,97,0.0,0.0,0.0,0.0,0.7,0.0
17.4,82,0.0,0.0,0.0,0.0,1.4,0.0
17.0,75,0.0,0.0,0.0,0.0,1.3,0.0
17.1,71,0.0,0.0,0.0,0.0,2.9,0.0
16.7,68,0.0,0.0,0.0,0.0,2.3,0.0
16.4,100,0.0,0.0,0.0,0.0,2.3,0.0
16.2,100,0.0,0.0,0.0,0.0,3.3,0.0
16.3,100,0.0,0.0,0.0,0.0,3.2,0.0
16.5,100,13.0,2.0,22.4,11.0,0.8,0.0
17.0,100,65.0,10.0,43.9,55.0,1.9,0.0
17.9,100,102.0,7.0,18.1,95.0,2.4,0.0
18.3,100,128.0,0.0,0.0,128.0,2.3,0.0
18.9,100,203.0,19.0,32.0,184.0,4.0,0.0
19.7,88,248.0,44.0,70.1,204.0,4.1,0.0
20.6,100,310.0,87.0,142.4,223.0,4.4,0.0
20.5,100,173.0,1.0,1.8,172.0,6.8,0.0
20.4,100,130.0,0.0,0.0,130.0,5.8,0.0
19.6,100,66.0,0.0,0.0,66.0,6.4,0.0
18.9,100,13.0,0.0,0.0,13.0,6.4,0.0
18.4,100,0.0,0.0,0.0,0.0,4.1,0.0
18.1,100,0.0,0.0,0.0,0.0,2.5,0.0
17.8,94,0.0,0.0,0.0,0.0,2.6,0.0
17.4,81,0.0,0.0,0.0,0.0,2.1,0.0
17.3,99,0.0,0.0,0.0,0.0,2.3,0.0
17.1,100,0.0,0.0,0.0,0.0,3.3,0.0
17.3,100,0.0,0.0,0.0,0.0,1.8,0.0
17.1,100,0.0,0.0,0.0,0.0,2.5,0.0
17.3,100,0.0,0.0,0.0,0.0,1.0,0.1
17.3,69,0.0,0.0,0.0,0.0,0.5,0.0
17.4,85,0.0,0.0,0.0,0.0,0.7,0.0
17.0,93,0.0,0.0,0.0,0.0,1.3,0.1
17.0,97,0.0,0.0,0.0,0.0,1.1,0.1
17.4,100,8.0,2.0,22.9,6.0,1.1,0.2
17.6,100,44.0,9.0,40.2,35.0,1.5,0.3
17.9,100,78.0,9.0,23.5,69.0,7.3,0.2
17.9,100,142.0,16.0,31.5,126.0,9.4,0.1
19.0,100,222.0,23.0,39.0,199.0,3.9,0.0
18.7,82,257.0,42.0,67.4,215.0,3.0,0.1
18.2,100,141.0,3.0,4.9,138.0,5.0,0.9
18.9,99,144.0,9.0,16.7,135.0,7.4,2.7
18.0,100,199.0,87.0,202.8,112.0,5.0,1.1
16.9,100,83.0,26.0,92.6,57.0,5.7,0.7
16.5,100,14.0,0.0,0.0,14.0,4.0,0.3
16.4,96,0.0,0.0,0.0,0.0,2.6,0.2
16.3,100,0.0,0.0,0.0,0.0,2.9,0.2
16.1,100,0.0,0.0,0.0,0.0,5.7,1.2
15.7,100,0.0,0.0,0.0,0.0,8.5,2.8
15.4,100,0.0,0.0,0.0,0.0,7.7,3.1
15.3,100,0.0,0.0,0.0,0.0,4.3,3.7
15.1,67,0.0,0.0,0.0,0.0,2.3,1.6
14.3,91,0.0,0.0,0.0,0.0,4.1,0.3
15.1,100,0.0,0.0,0.0,0.0,4.1,0.2
15.3,100,0.0,0.0,0.0,0.0,1.9,0.3
15.2,97,0.0,0.0,0.0,0.0,2.0,0.2
15.2,98,0.0,0.0,0.0,0.0,3.1,0.2
15.3,95,0.0,0.0,0.0,0.0,3.3,0.5
15.4,94,5.0,0.0,0.0,5.0,2.5,0.5
15.6,100,45.0,1.0,4.5,44.0,3.6,0.2
16.0,94,108.0,15.0,39.6,93.0,3.7,0.3
16.0,85,99.0,0.0,0.0,99.0,1.9,0.2
16.5,85,177.0,26.0,44.5,151.0,4.0,0.3
16.9,98,275.0,64.0,103.6,211.0,5.5,0.2
17.5,49,362.0,146.0,242.9,216.0,3.3,0.2
16.3,80,313.0,129.0,241.2,184.0,6.6,0.1
16.6,93,227.0,130.0,306.7,97.0,4.6,0.3
15.3,83,108.0,44.0,159.6,64.0,5.0,0.9
14.7,85,35.0,14.0,120.9,21.0,2.1,0.3
14.7,83,0.0,0.0,0.0,0.0,2.1,0.2
14.1,52,0.0,0.0,0.0,0.0,2.4,0.3
13.2,74,0.0,0.0,0.0,0.0,5.0,0.2
13.9,89,0.0,0.0,0.0,0.0,3.7,0.0
13.9,68,0.0,0.0,0.0,0.0,0.8,0.0
13.7,52,0.0,0.0,0.0,0.0,0.8,0.0
13.2,50,0.0,0.0,0.0,0.0,0.7,0.0
12.3,50,0.0,0.0,0.0,0.0,1.5,0.0
12.9,48,0.0,0.0,0.0,0.0,1.4,0.0
12.5,100,0.0,0.0,0.0,0.0,1.5,0.0
12.3,100,0.0,0.0,0.0,0.0,1.9,0.0
12.0,100,0.0,0.0,0.0,0.0,0.8,0.0
11.8,100,0.0,0.0,0.0,0.0,0.8,0.0
11.6,100,22.0,8.0,95.8,14.0,0.8,0.0
13.5,59,150.0,89.0,411.9,61.0,1.5,0.0
15.1,21,318.0,231.0,617.4,87.0,1.1,0.0
16.6,65,454.0,347.0,696.5,107.0,1.1,0.0
18.2,87,525.0,387.0,667.6,138.0,1.8,0.0
19.3,86,541.0,356.0,580.7,185.0,1.8,0.0
19.3,89,442.0,232.0,389.2,210.0,3.3,0.0
19.2,88,386.0,195.0,368.0,191.0,4.7,0.0
18.7,68,278.0,137.0,327.0,141.0,6.5,0.0
17.4,55,136.0,55.0,203.1,81.0,6.5,0.0
15.8,44,37.0,12.0,105.9,25.0,4.7,0.0
16.4,55,0.0,0.0,0.0,0.0,2.8,0.1
15.5,61,0.0,0.0,0.0,0.0,3.7,0.0
15.5,84,0.0,0.0,0.0,0.0,1.9,0.0
15.1,90,0.0,0.0,0.0,0.0,0.7,0.0
14.1,87,0.0,0.0,0.0,0.0,1.5,0.0
12.8,38,0.0,0.0,0.0,0.0,2.5,0.0
11.6,42,0.0,0.0,0.0,0.0,4.0,0.0
10.7,43,0.0,0.0,0.0,0.0,4.3,0.0
13.0,96,0.0,0.0,0.0,0.0,2.7,0.0
12.9,49,0.0,0.0,0.0,0.0,3.7,0.0
12.8,73,0.0,0.0,0.0,0.0,2.3,0.0
12.6,97,0.0,0.0,0.0,0.0,2.0,0.0
12.3,100,0.0,0.0,0.0,0.0,3.6,0.0
12.2,99,18.0,3.0,36.8,15.0,2.3,0.0
13.9,73,138.0,69.0,325.3,69.0,3.9,0.0
15.8,69,279.0,171.0,462.2,108.0,2.1,0.0
17.4,79,356.0,203.0,411.2,153.0,1.8,0.0
18.4,77,351.0,165.0,287.0,186.0,1.3,0.0
19.2,93,361.0,130.0,213.7,231.0,2.7,0.0
19.7,87,410.0,203.0,343.4,207.0,6.4,0.0
19.5,100,295.0,110.0,209.6,185.0,7.2,0.0
18.2,96,229.0,79.0,190.9,150.0,7.2,0.0
17.5,64,114.0,36.0,135.4,78.0,5.1,0.0
16.1,28,36.0,10.0,90.3,26.0,3.6,0.0
15.9,70,0.0,0.0,0.0,0.0,2.8,0.0
15.6,88,0.0,0.0,0.0,0.0,2.1,0.0
15.5,100,0.0,0.0,0.0,0.0,2.1,0.0
15.2,75,0.0,0.0,0.0,0.0,2.8,0.0
14.7,71,0.0,0.0,0.0,0.0,2.3,1.4
14.3,92,0.0,0.0,0.0,0.0,1.9,0.4
13.8,94,0.0,0.0,0.0,0.0,2.6,0.8
13.6,94,0.0,0.0,0.0,0.0,2.5,0.2
13.2,72,0.0,0.0,0.0,0.0,2.4,0.1
13.4,25,0.0,0.0,0.0,0.0,3.5,0.0
12.8,68,0.0,0.0,0.0,0.0,0.4,0.0
12.3,100,0.0,0.0,0.0,0.0,2.0,0.0
12.0,100,0.0,0.0,0.0,0.0,3.8,0.0
12.5,79,14.0,4.0,50.3,10.0,2.4,0.0
14.0,62,79.0,26.0,124.9,53.0,2.5,0.0
15.2,51,179.0,84.0,229.7,95.0,1.8,0.0
16.0,81,252.0,129.0,263.7,123.0,2.3,0.5
16.5,61,252.0,106.0,185.9,146.0,7.4,0.3
17.8,59,312.0,156.0,258.6,156.0,4.0,0.1
18.7,67,315.0,129.0,220.1,186.0,1.8,0.0
19.6,18,233.0,105.0,202.0,128.0,0.4,0.0
19.7,33,305.0,195.0,476.8,110.0,3.6,0.0
18.2,55,120.0,55.0,210.6,65.0,4.9,1.6
16.5,100,21.0,4.0,36.9,17.0,3.5,3.0
16.3,79,0.0,0.0,0.0,0.0,4.8,4.0
15.5,96,0.0,0.0,0.0,0.0,5.4,1.4
15.0,92,0.0,0.0,0.0,0.0,6.4,2.3
14.3,99,0.0,0.0,0.0,0.0,4.1,1.3
14.1,97,0.0,0.0,0.0,0.0,3.1,0.8
13.7,100,0.0,0.0,0.0,0.0,3.1,1.1
13.4,100,0.0,0.0,0.0,0.0,3.3,1.7
12.9,100,0.0,0.0,0.0,0.0,3.9,0.8
12.1,100,0.0,0.0,0.0,0.0,7.9,2.8
